X Y Z x1 y1 x2 y2 x3 y3 x4 y4
23.6866 -11.2657 4.2090 1181.6162 104.2599 1125.8258 106.1533 1065.1156 155.4865 1266.7106 174.2169
-3.1086 -8.0001 2.1347 640.4852 187.8784 595.3224 192.8131 550.6040 230.3018 704.7964 228.2116
-7.5966 -7.5164 -2.2211 501.1858 222.6511 556.1367 227.0269 514.3182 220.9415 562.0719 215.7125
-4.0432 -1.3453 5.7363 682.1959 319.7151 515.6637 323.6754 508.0638 400.2758 709.7066 398.7897
0.2834 6.0845 4.8849 780.0558 492.9392 591.3244 498.1009 625.4077 563.8102 765.9442 563.8305
-9.5860 12.2253 3.8311 584.9945 642.8352 389.9733 639.8470 459.2384 696.0064 537.6513 697.5968
-19.2804 4.6710 -5.3235 260.1400 518.7512 331.1188 512.2088 357.3209 479.3886 255.4068 475.0612
-21.9641 6.7508 -3.8487 226.7694 559.9728 256.1817 550.2416 294.3248 533.1219 211.0483 530.3094
-21.6858 -8.0289 -6.6492 162.1876 235.7482 336.0980 238.5048 291.0648 192.6190 224.3826 176.4660
21.8988 7.7718 4.7888 1209.1270 525.1906 1030.5085 544.2298 1072.5811 601.4569 1184.2578 601.5518
5.2829 -8.0735 4.1838 831.6820 174.9896 739.6768 179.9792 694.8684 236.2094 897.1898 239.6876
-1.7355 9.5788 -3.0829 655.8444 613.4135 634.8130 617.0612 687.5417 599.2809 623.3870 599.2665
-21.0004 3.5496 1.3242 297.0008 458.9132 222.1431 453.4758 242.4348 489.4187 297.9309 485.0417
-25.5142 -7.3471 0.8519 168.4466 210.3238 172.3870 213.8005 130.1931 245.8384 227.5668 229.0880
-18.7905 7.7980 5.1680 398.7180 536.8445 206.3977 529.8388 251.2803 604.1731 376.2427 604.1816
7.1963 5.2746 -0.7331 849.0158 501.1963 798.7539 510.4042 827.5739 514.6450 839.5753 515.7818
18.7680 9.1974 2.9889 1130.9087 567.1612 982.2172 585.5783 1032.0309 624.1836 1098.2633 623.5156
14.6573 -10.1909 5.3022 1023.2049 121.6576 923.4637 125.2104 867.5609 189.6817 1101.5608 200.4843
11.5203 -1.4969 6.8124 1004.6419 308.6221 817.7183 316.3978 809.4334 399.6287 1033.2102 403.8233
17.4209 -2.2542 -8.1656 940.4224 368.7897 1111.8661 379.8148 1099.9806 302.4945 972.9470 311.6460
15.1058 -6.6708 7.3922 1067.0109 189.0029 898.8880 194.3587 862.1206 282.0674 1125.4355 290.7254
-5.5648 -6.1283 -0.7372 562.9759 245.9213 575.0269 250.2328 540.9014 259.0338 616.5440 255.5862
-22.2259 4.1418 0.4053 262.6125 477.7628 207.8566 471.0031 231.5166 497.8520 260.4607 493.5616
-7.1204 -0.0503 -5.9883 487.9303 411.4316 588.6407 413.4793 588.3635 369.2702 508.2017 366.2892
18.8655 -12.0165 3.4437 1077.5443 91.4932 1036.4382 93.5951 971.2885 136.1077 1166.4141 151.7266
24.0546 7.0622 1.2727 1206.0872 526.1838 1117.8367 546.6099 1155.5764 565.4859 1185.5618 567.1006
11.0557 0.7355 -4.2531 870.8561 416.3264 929.8285 426.0929 933.7869 392.3649 886.7650 396.4785
-2.6546 12.2300 2.1926 706.4240 648.1567 547.0765 650.9098 615.4051 687.5773 658.6270 687.9742
-12.6090 -9.7057 1.6744 438.0967 151.6380 418.4042 157.1813 363.4875 192.6968 511.0088 183.2848
1.9416 -12.5370 3.0410 739.4752 80.7534 698.0762 85.4226 628.3510 129.3100 829.5993 130.9651
-12.5774 2.8730 6.2025 525.5592 415.5723 329.4071 415.2102 345.8502 499.2316 529.7098 496.8386
-12.2880 7.5076 8.6131 572.6631 510.1666 292.6707 507.8249 335.8873 616.4185 550.9646 616.6978
-10.3973 -8.6885 4.2963 516.1892 160.3177 427.8418 165.6082 378.5023 227.9858 584.0466 220.8851
-17.3506 -12.2041 2.9554 348.7506 87.1855 318.1013 94.8956 248.3815 144.5041 434.9974 129.9378
1.2893 1.4807 -8.6610 629.6532 457.6901 781.5956 463.3328 789.5955 388.1161 641.6223 388.6070
-20.6704 6.1520 3.0706 330.9183 510.0492 200.0525 502.8800 235.3608 556.3774 317.6967 554.5868
-21.4876 3.2345 3.6261 312.3803 439.6074 185.9902 434.6355 204.5993 494.5389 314.9123 490.2465
-11.4773 3.2926 1.3846 493.2496 450.2648 407.3203 449.6883 425.9078 483.0216 495.2809 480.5172
6.9872 -2.8388 7.1803 915.7570 276.8311 724.6449 283.1056 708.8074 371.5754 951.9205 374.4831
-16.8116 -1.4699 2.1873 380.0519 337.6438 307.2071 337.8561 298.8321 381.4523 408.0218 374.6520
24.2400 9.7215 -8.3127 1102.9458 631.8833 1222.8109 656.9104 1273.4562 573.6082 1068.4623 574.8762
-15.9023 -9.1425 0.7938 362.1175 169.3233 363.1251 174.5119 311.2803 202.2045 431.5817 190.5885
-10.8273 5.5371 -7.0190 416.2441 544.4687 512.5482 542.4604 543.1223 488.8169 406.6458 486.5928
-6.0590 -10.2603 -6.5515 475.4450 184.2961 643.9713 189.2086 587.6325 137.2674 550.7718 132.2140
18.7086 -5.4538 -8.2554 955.2778 298.6352 1147.6773 307.7502 1118.9907 228.5439 1005.6250 240.7806
23.4207 -1.0049 -5.3613 1091.8871 380.9924 1200.9662 394.6848 1195.6833 344.1446 1117.5541 354.7226
22.4655 -2.0611 -8.6991 1031.4928 374.8960 1221.1223 387.9439 1210.3624 302.7890 1063.0065 314.5196
20.2775 12.2163 -6.2417 1058.5124 678.9343 1110.7821 702.4118 1175.2065 641.7296 1010.0497 640.4001
-13.5342 0.3524 -6.2807 355.6780 423.4715 465.5887 422.6072 467.5456 378.0410 373.7988 372.5579
1.4878 0.1266 -6.7679 651.6268 417.6165 767.5718 423.2539 768.2588 367.4378 670.9367 368.0602
4.2874 1.6077 4.8174 846.6358 390.4430 685.3071 397.1006 694.2579 461.3247 857.5719 462.4176
-21.9958 -0.1659 2.9391 284.7399 364.5319 194.2467 362.2492 193.2932 415.3625 305.6335 407.7820
19.7468 10.2553 8.4511 1219.2464 563.4941 936.2089 582.5892 992.4662 679.3904 1179.6544 676.7588
-11.6170 1.6884 -4.4551 419.0241 443.9636 477.8940 443.4899 487.2873 416.7603 429.9506 412.8606
-9.4749 12.4753 6.4800 619.1201 635.2915 359.6265 632.4977 430.7761 716.3170 569.9123 718.2414
-16.0091 0.1503 -6.6561 300.3482 421.3719 422.5532 419.5123 423.3901 372.1451 319.5505 365.4778
-14.6965 -9.1907 -6.0198 309.5682 205.6564 466.4607 209.8978 415.3113 167.2582 378.5167 155.6963
-25.3828 4.0433 1.9491 213.9646 468.2410 129.0159 460.2479 152.2964 504.0387 212.3682 499.4026
21.2753 10.7843 -7.6930 1056.5140 653.6367 1151.5680 677.0240 1208.1296 601.2167 1016.2154 601.3164
-14.9539 -1.9835 8.1055 485.4452 293.5541 273.9059 295.4314 262.4624 400.2034 516.4007 394.6332
-8.2036 12.7949 -0.1314 568.4656 675.0446 462.8573 672.7604 534.4847 686.9655 518.5548 688.1854
-15.9781 7.7073 -5.8254 330.4901 589.8283 392.3116 583.2409 435.3011 543.4586 309.5077 541.7253
12.1356 -3.0844 8.3711 1030.8996 264.4747 816.5034 271.4285 799.3788 371.1225 1068.6400 376.1668
18.6683 -9.3775 0.9446 1051.5350 163.5116 1053.7370 168.0866 1003.2110 184.8646 1124.9288 198.6597
-25.4920 -10.7572 -3.7702 108.1807 157.6551 237.3530 163.4684 176.2831 147.5082 184.7687 126.2717
1.5147 10.1436 -7.6550 669.3059 647.3646 751.0487 653.6336 805.9730 587.1719 634.1318 587.2166
-21.0495 10.3454 -0.0739 298.3001 623.6876 218.4793 612.1222 277.4168 632.3536 262.9285 633.4387
-20.6930 2.6264 -6.3352 214.1826 477.4609 321.6133 471.5988 336.3367 429.2975 220.3452 422.7799
21.6809 -10.5648 -1.9885 1071.4485 153.1061 1152.2906 157.2048 1096.0875 141.3124 1151.3977 158.8988
16.0666 -8.8843 -5.1057 931.5335 206.7682 1067.3375 212.6534 1020.0153 166.7442 1001.1834 179.0695
15.2307 10.3237 -3.8930 983.3151 627.5037 985.1763 644.9331 1040.4146 611.6610 945.5107 611.4550
-16.4570 -11.0261 7.3715 421.0951 89.2324 279.3969 96.7597 215.7741 192.5262 501.7333 180.1031
0.1081 8.5421 8.6714 828.5625 529.8816 535.7952 534.9508 584.1281 640.3917 800.2144 640.3846
12.4640 -5.6903 -3.1327 893.5505 267.2306 962.9987 274.2704 932.3549 251.2182 945.3521 258.9665
-15.5734 3.1199 4.3672 443.2248 431.6397 292.1184 429.5883 309.9630 495.3210 446.1776 492.2459
1.3618 -7.3505 0.5230 712.9340 211.2058 701.4266 216.2911 660.7756 235.4652 773.7487 236.3627
-1.3562 -9.0331 -0.8037 638.7068 180.5940 667.2296 185.5831 617.2424 191.4849 708.4937 190.4830
-18.0714 7.9568 4.6824 408.4513 542.8059 225.7784 536.0675 271.4756 605.0878 385.1154 605.1261
-11.6683 -3.9845 -5.6834 388.8257 321.5294 506.9613 323.5541 484.8599 284.0939 430.1695 277.3976
13.2774 5.7813 6.0574 1050.9361 476.4653 842.4925 488.7381 874.3384 562.8380 1037.8291 563.8055
-0.3944 -10.2211 1.7738 684.5363 139.7465 659.7203 144.7720 602.8646 176.9322 761.3261 176.6297
6.0981 9.0144 7.5379 936.1905 544.5158 669.1791 553.5977 719.5846 645.0421 904.8814 644.5942
-17.9385 10.0454 -8.6728 264.3011 658.4166 381.2833 648.3152 437.0648 579.9169 231.4512 579.1461
-5.1224 9.1534 8.4026 721.3171 547.0514 432.4575 548.6301 484.6019 652.5506 689.9438 653.0005
2.5353 8.5402 -8.2160 678.7013 613.5779 782.2486 620.5491 828.3532 548.3167 652.2447 548.5648
-24.5065 -3.9532 6.0662 257.8612 259.9766 119.2091 261.3635 96.2366 347.4205 299.2398 335.8467
14.6934 2.8251 3.3832 1038.0844 423.2120 910.8529 434.8143 926.2715 480.2280 1041.9850 483.4406
17.0688 8.1032 -3.5794 1016.4324 575.6630 1025.3583 593.0089 1068.6198 562.8951 990.9127 564.1183
21.2883 10.3020 -7.1010 1062.3884 640.0986 1146.4592 662.9855 1200.5737 593.5161 1024.7004 593.8998
21.7033 -1.8918 -4.1121 1071.2581 355.3462 1153.6948 367.3906 1143.6867 330.6995 1101.9367 341.0423
14.7979 5.1829 4.4273 1059.3838 470.8697 894.4409 483.8182 922.8005 540.0622 1049.7653 541.7332
3.7554 1.8449 6.2936 854.2449 388.2055 656.5168 394.6442 666.8359 474.7132 863.8120 475.5826
-10.9099 8.6651 -8.6442 404.5058 623.8109 521.1851 620.2364 568.8423 549.4665 378.3856 548.4093
0.6042 8.1729 -6.8597 654.9845 599.3638 729.0958 604.8182 773.4999 547.4551 630.5002 547.5153
16.8661 -0.3131 6.1632 1104.8050 337.9651 932.0604 347.9508 930.3453 422.5628 1126.6068 427.9824
9.6839 9.0313 5.2157 979.4325 555.4113 769.6444 567.0884 819.5651 632.6001 948.0762 632.1070
-20.7885 2.9870 -8.3948 190.1100 496.3659 342.9444 489.7962 359.6056 426.7078 194.4596 420.0796
-17.8125 1.1001 -3.1719 305.2132 425.2782 344.1143 422.5030 350.3065 411.3282 319.3411 405.1302
-17.3569 4.5035 8.5792 459.1535 441.8975 202.4873 438.6920 228.5836 548.8777 454.3441 547.1297
17.9366 -3.2847 -4.0373 995.7761 324.7195 1078.8118 334.5286 1061.3213 300.0772 1034.2283 309.6195
-16.7353 -12.4832 2.3284 353.5110 84.4028 338.2468 92.0979 267.1034 134.9031 441.2297 120.5773
22.4621 6.4037 -1.9608 1134.8692 528.0548 1123.1456 547.4560 1157.1693 532.6324 1118.4927 535.4231
5.5437 -11.2149 -6.0970 708.5237 160.5689 871.6305 165.4164 811.0375 112.9519 790.1291 117.7705
-18.2460 0.9052 -4.2182 283.9271 426.3880 348.6277 423.4013 353.7127 401.7194 299.1117 395.0591
-2.5548 -3.2975 -4.2199 591.0467 328.1024 667.2144 332.4147 649.0933 304.3861 629.0305 303.0220
24.6000 12.0398 2.5051 1245.8452 631.0735 1101.7673 656.6512 1166.2569 687.0558 1196.4943 683.4865
-8.1678 12.3378 2.6379 600.2562 650.7814 431.9353 648.8599 501.4884 692.0374 552.3542 693.3306
0.6349 10.7435 -4.6629 688.0853 646.6688 697.2699 652.2015 755.9654 616.7705 649.2785 616.7561
9.7746 8.6270 0.6123 925.1582 569.2450 826.3408 581.1917 873.4531 597.9326 896.6660 598.0360
6.8862 -8.8182 -2.5570 782.3927 194.8147 851.8498 200.0451 803.8710 184.5544 851.3628 189.6782
-7.9941 3.3597 -0.3264 544.5453 459.8080 495.8325 460.7843 514.6255 475.1207 546.1915 473.2720
17.4098 -0.8717 0.4009 1044.8403 355.3891 1011.1283 366.0518 1006.4286 378.8564 1069.7884 385.7503
0.5542 1.4994 -7.6746 626.4181 453.2733 755.6290 458.5453 763.7592 393.7705 638.2744 393.9763
22.7375 -6.6568 1.4436 1143.5216 220.9959 1125.1261 227.8563 1089.4568 249.1326 1201.6727 263.3028
12.1820 -11.1710 -1.0729 896.8846 134.5042 948.5432 138.5946 888.0350 135.9023 979.6175 145.9959
21.6979 8.8528 6.9437 1234.5837 538.7585 998.4090 558.2500 1046.6234 638.5342 1203.2084 637.2120
19.3362 9.0650 -4.6239 1050.6154 601.3890 1081.4113 621.2921 1129.4946 579.0064 1019.6717 579.8450
-24.3901 1.2230 -3.0314 170.8658 428.8644 215.7017 423.1246 222.6477 415.8595 184.4075 407.5218
12.4315 6.1861 3.6847 1007.0286 497.8956 851.6684 510.1654 885.5795 559.1018 991.8561 560.0880
-24.7702 6.7275 2.7908 243.6199 526.1818 122.8351 515.9517 161.6220 567.7883 227.5688 566.1524
-4.1433 9.6168 -6.2143 571.4377 630.7121 623.3407 632.3753 676.0444 583.2735 539.3827 583.1217
-11.5883 1.2321 -1.1376 456.3113 416.2753 440.7790 416.3612 447.6915 423.7548 469.6322 419.9948
-23.9944 -11.3676 -1.6455 161.4504 131.8452 242.5146 138.6900 177.7614 143.5851 241.7400 123.3961
22.6167 -11.5651 -4.1029 1061.6504 142.4881 1197.9554 146.1160 1136.8676 107.1473 1147.0101 126.7896
-17.4999 -9.0669 0.5407 326.5927 172.4445 334.9546 177.5559 283.4613 203.2158 395.4877 190.4506
-5.3822 10.7772 7.5518 710.5092 588.9717 432.8545 589.9735 494.1382 684.4664 670.1789 685.2483
-12.7900 5.6702 7.9374 549.2620 471.2075 296.2810 469.4694 328.8862 571.4393 537.8496 570.6832
-20.5447 -0.6108 3.0882 315.4357 353.1941 221.7087 351.7927 218.2034 405.9711 338.7351 398.5454
5.7979 -2.5147 8.2097 905.3673 278.7623 687.4762 284.8404 673.3839 384.7110 939.6994 386.9923
-15.9407 1.0160 5.9608 448.3652 374.6198 271.8453 374.0078 277.6828 456.6166 462.7939 452.3347
13.7395 -6.9983 -5.8305 883.2646 252.3572 1022.9915 259.2342 985.6429 207.1925 942.1800 216.7631
-12.2907 2.1337 0.4285 462.4306 428.8722 405.9999 428.3786 418.0295 452.1724 470.8303 448.8062
7.8289 -3.4419 8.1490 942.2807 257.9204 732.0617 264.0824 712.8357 362.6204 981.9498 366.0059
21.6812 5.0990 -7.7383 1047.7842 527.9059 1175.4551 546.6889 1202.1765 471.5951 1039.2622 476.5674
5.9250 2.7964 -2.7042 793.8940 455.7564 802.6078 463.7239 817.8397 448.1186 798.3916 449.7514
-10.8979 8.5042 -8.2129 409.2095 618.0054 516.8494 614.5474 563.6713 548.1905 383.8949 547.1092
3.6808 -9.5133 -6.3782 673.2406 199.9171 832.9584 205.0726 781.4490 151.0148 745.3200 153.9685
-20.1872 -4.5710 4.8162 331.9751 252.2373 219.2341 254.5298 192.9007 326.2168 376.7926 315.9491
10.6493 -10.2188 -4.4258 830.5533 173.7010 952.9320 178.6558 897.9251 141.7342 907.3349 150.4230
-20.5657 -8.4779 -6.4253 186.6067 224.2511 356.1723 227.5316 308.6646 183.3489 251.2723 167.6942
23.1372 1.1848 1.8838 1178.9124 392.5235 1107.4771 406.6777 1113.8284 433.1861 1192.1114 440.1087
-4.9422 9.4295 5.8996 696.0721 566.1200 465.2759 567.6588 518.6359 644.9614 663.4773 645.3265
2.7136 -4.0383 7.9142 836.0821 246.0184 632.8402 251.3609 610.1228 348.8242 878.9797 350.0703
-8.4596 -2.4121 -5.1102 464.5484 353.6509 558.6776 356.0069 545.3392 321.2595 497.5541 316.9803
1.2810 -0.4341 -3.2604 686.4581 386.9487 724.6246 392.4296 722.2468 372.9726 708.8449 373.4982
10.4918 0.1115 -1.2219 893.6211 386.9248 885.3693 395.9061 885.9748 394.1804 912.9965 398.0671
-20.3210 -5.1376 -8.5095 177.1902 311.4859 375.8751 311.7156 347.2438 247.0284 224.1222 233.9521
23.0523 -9.3209 2.8704 1158.9946 154.4648 1122.6062 158.5564 1072.5003 194.3436 1232.6271 210.9657
-0.0793 -8.4901 -0.8300 665.3786 192.9388 691.4634 197.9364 644.5728 203.2289 732.2582 203.1720
-2.3662 -3.6399 5.5935 707.9277 267.9943 557.2400 272.6047 536.7346 347.0034 748.2916 345.9072
20.2981 4.7820 3.8101 1157.7194 463.5857 1016.5479 479.2632 1042.4375 527.0945 1150.2363 529.8371
-24.7096 5.4819 5.2326 269.5258 484.3212 98.0152 475.9115 129.8124 553.1750 259.9561 550.8755
14.7034 -4.2085 -2.6377 947.0460 297.3387 999.1154 305.5497 976.5043 287.0224 990.6678 295.2196
-7.0512 -0.9814 3.2535 593.2837 341.6961 484.3800 344.6169 478.8474 396.0885 618.7028 393.4445
13.2498 -3.7201 6.6574 1030.3596 259.2455 861.1358 266.2499 840.6107 347.1015 1071.6947 353.1602
-2.6779 -2.0905 -3.7855 596.8637 353.0437 656.4381 357.2039 644.9350 333.8072 628.2754 332.5175
11.8364 1.8955 -1.4474 922.2884 427.7430 910.5081 438.1122 920.7708 433.4443 931.6590 437.0010
-9.4552 8.9215 -8.3414 438.1154 627.5618 545.3975 625.0554 594.4015 556.6679 410.4831 555.8736
-3.1162 -2.5211 6.1903 702.9629 290.3377 532.0672 294.6997 517.8272 375.7442 737.0739 374.4607
-4.8037 -9.6538 -2.7451 545.6322 177.2142 623.1265 182.2046 569.7010 169.0962 618.3007 165.3512
-7.2040 -4.8616 1.4820 558.9578 262.7899 513.1513 266.6816 485.8625 299.3625 605.6733 295.4066
-12.5580 -2.4780 -0.3165 435.8897 327.3428 422.5682 328.9929 408.6190 345.1523 469.3299 339.2821
6.5323 -6.3339 -8.5865 712.6656 282.1348 906.5831 288.3639 872.6314 211.0342 767.2899 215.5536
1.7445 -3.9747 3.6601 766.6332 270.4572 663.1981 275.7525 641.0511 328.3600 808.8938 329.2218
-14.7787 -9.7500 2.5130 403.1830 145.9101 366.3279 151.6955 310.8811 196.6397 476.2679 185.6811
23.2005 2.9431 3.5579 1205.3448 423.1041 1084.9429 438.6082 1100.7886 482.9499 1208.3778 487.8747
-16.7592 -3.3937 4.9872 408.1324 278.1869 280.2472 280.1624 260.7754 352.7027 446.6701 345.0171
-4.4201 7.7187 -4.5660 579.6803 579.5373 603.9385 581.3749 646.4342 549.8131 557.7407 549.3878
21.1285 -4.6687 -7.7442 1009.8200 312.9677 1189.7141 323.1742 1165.2248 248.3310 1055.9159 261.3989
24.3926 -11.6832 -0.2007 1141.3220 118.9987 1191.4666 121.4682 1129.3100 123.1294 1228.1472 143.6941
-8.2058 -11.8169 7.3113 587.2251 72.1829 444.0518 78.7011 376.6319 171.1378 673.0512 164.6691
19.2675 -2.2310 5.7160 1140.5302 297.0637 992.2288 306.3246 980.0686 375.2740 1173.3969 383.0637
-6.7922 8.2458 8.5849 686.9480 525.6982 399.6144 526.4296 446.7206 632.9983 660.7630 633.3557
12.7514 -2.3942 -7.7935 854.0137 364.5663 1012.7685 373.8635 1000.0352 302.4805 887.2437 309.2099
