X Y Z x1 y1 x2 y2 x3 y3 x4 y4
-6.8418 6.3596 -1.2175 565.7947 532.5381 520.6502 533.2075 556.0853 537.4565 551.0707 536.6425
-3.3801 -8.4827 5.4682 672.5631 158.6179 552.1109 163.7233 504.2689 236.2371 739.9345 233.9907
3.4031 8.2727 4.9807 849.7952 541.4310 646.8850 548.6770 693.0239 613.9234 823.1944 613.8626
25.1431 -0.6073 8.4542 1291.7795 318.2763 1079.0016 329.8722 1075.6999 426.7373 1315.3329 434.5947
-25.3363 -1.0630 1.0401 190.9822 354.5246 155.5344 351.6242 149.4282 386.2826 216.6468 376.1936
0.1865 -2.5312 -5.5599 632.4177 351.9621 735.0099 357.0202 721.2034 314.1101 666.2318 314.2060
5.7083 3.7156 0.7656 832.8750 458.7978 755.5409 466.7001 775.9679 487.4516 832.1010 488.6322
-12.6560 5.4900 -7.1367 377.6031 544.5946 478.3881 541.4142 508.7706 487.3445 368.3516 484.7075
-21.3339 10.3405 4.8752 349.2953 598.5391 153.2890 587.6056 212.9580 659.0160 313.2510 661.1603
-12.8448 -8.7149 5.1029 475.4457 155.1863 370.3735 160.6614 320.6162 232.2475 543.3652 223.5469
-21.0666 1.3138 -2.8019 242.7566 428.9866 276.4146 424.6760 283.8485 418.5002 255.7750 411.4194
-6.8239 -3.5084 -5.8178 486.5312 332.3559 602.0054 335.4784 582.6844 292.7167 525.4623 288.9237
-4.6015 12.5084 0.2869 645.5525 664.7994 530.0564 665.7830 599.7962 683.1329 596.7541 683.7839
-24.3558 4.5197 6.6495 290.6618 454.2551 90.3835 447.3070 116.6815 539.3114 286.1756 536.4206
19.4723 -0.5128 -5.7536 1012.9657 394.5671 1122.3962 407.2430 1119.6846 354.2868 1035.8402 362.7621
7.2463 -10.2127 -7.3735 730.0142 189.6599 917.5756 194.8347 862.7231 128.7553 806.0707 134.8309
-10.7858 -5.8474 -6.7544 389.6468 284.9799 541.7240 287.9229 509.4166 236.9083 440.9274 229.8155
-14.8366 0.8079 -3.7824 358.6030 421.1206 409.7760 419.7409 414.2982 401.1892 374.2764 395.7729
-6.3512 -10.1756 -4.0643 498.0582 172.6656 609.3364 177.7037 553.0864 151.4406 573.2543 146.2881
20.2435 9.6529 5.2124 1187.7041 565.8620 985.9343 585.3465 1038.3935 647.1769 1152.0339 645.6368
4.7708 -2.4141 -7.9018 696.5755 366.0077 853.0006 372.6160 840.0024 303.6203 729.7610 306.1459
-0.6002 10.7002 -0.4885 711.9660 625.6274 624.0081 630.1445 683.2026 638.5645 672.8764 638.6015
-22.5200 -2.6618 -3.7760 191.1244 343.0590 271.2998 341.5117 256.2464 325.8893 225.1985 314.5227
16.2996 -0.9322 7.4002 1106.8952 317.6441 907.6766 326.8608 902.5483 414.9687 1132.2734 420.4373
15.1044 2.4990 -2.9355 970.1423 448.0393 992.7183 460.4538 1006.1254 438.8085 976.1187 443.1835
-9.1901 2.3605 1.8199 542.3729 426.0842 449.7330 427.0036 463.0310 464.1558 549.4301 461.8404
-10.4396 -5.7483 -3.1981 437.2566 268.1392 506.8898 271.4485 474.8597 256.7234 488.3073 250.2036
19.4741 -12.2060 2.8812 1082.0631 90.4202 1055.9400 92.3913 989.9271 128.5989 1171.9755 144.9620
19.9182 -6.6203 0.1600 1074.1456 228.7296 1081.0929 235.6321 1045.5702 244.2749 1131.8276 256.8704
-6.4053 -9.6329 2.3964 572.6204 149.4357 531.5083 154.7385 477.3721 195.6707 645.7459 190.9467
-20.8187 5.3173 -1.6884 271.1910 515.4117 256.5886 508.0320 286.7498 512.7620 262.8404 509.3225
17.5586 -10.6584 5.1842 1076.8749 112.0377 985.8520 114.9927 927.6761 177.0916 1158.1250 190.3917
-17.7327 -4.4619 -6.2500 257.3792 314.4764 397.3729 315.2002 372.4533 272.3774 301.0094 261.7757
-3.9732 -7.4512 0.8273 609.4563 207.4417 591.9249 212.2203 550.3616 236.4678 670.5351 233.8429
14.3900 -10.6450 -2.1995 928.1147 152.3215 1004.9565 156.7070 947.6693 141.4650 1007.9046 153.2060
-12.6097 -4.5730 -3.5670 392.1028 297.0047 465.5832 299.3277 440.0491 281.8293 436.6959 274.5155
-7.4124 10.1048 6.9359 659.9964 577.3159 401.8071 576.9799 459.3399 665.7755 623.6943 666.6036
14.2465 3.1072 -7.1839 905.3648 483.1770 1021.7193 496.0295 1038.2301 430.2629 908.1334 434.5840
1.2726 10.1392 6.2592 827.6862 578.3745 583.4914 584.2995 640.4074 663.2683 790.5584 663.1330
-14.3733 5.8100 2.2074 450.2933 504.7057 333.7089 501.3420 366.7061 543.8703 438.6646 542.3081
-17.6059 4.4382 8.5756 453.7620 440.4569 197.8669 437.1808 223.5930 547.4070 449.3223 545.5861
-15.8617 -7.5470 -5.4239 296.8223 239.7272 432.4272 242.9652 390.2959 207.2567 357.0020 195.9073
15.8139 -1.2809 -6.8153 927.8375 383.6749 1061.2497 394.5695 1054.4544 332.0759 954.9628 339.5878
-10.2478 6.6808 7.6657 601.0846 495.3166 346.7236 494.4635 384.9814 592.6522 583.9525 592.4426
-13.2302 7.5771 1.6012 471.5881 548.2087 358.2560 544.4835 401.1566 579.9888 450.3296 579.4170
-25.2639 -3.7884 -3.7833 131.0299 317.6011 222.1645 316.3929 200.6647 301.6399 170.9655 287.7365
-8.1555 -9.3828 1.6270 529.0082 159.3243 505.3425 164.5662 452.5850 198.1415 600.5127 192.1596
-4.5054 -9.8779 5.7860 649.7250 125.1342 529.9094 130.5438 474.0635 206.3817 724.8404 203.1383
-24.0328 0.7048 5.9952 279.5589 368.6624 115.6523 365.5142 119.7449 450.9116 295.7450 444.1551
-21.0641 6.2650 2.7253 319.0575 514.5893 196.2812 507.0287 232.2251 557.0639 305.2788 555.2658
-12.3551 -9.7253 -0.0132 423.9142 160.5457 443.2812 165.8834 388.5072 183.8214 496.7224 174.4211
-11.4719 -6.8691 -6.7560 373.0061 261.9692 531.1885 265.2453 493.2000 214.3134 429.7117 206.2973
6.5484 8.8416 -8.0372 760.8547 617.9166 859.9356 628.0785 907.3950 555.8409 732.4538 556.3930
-22.0459 -8.8470 -6.2453 157.1055 214.9187 326.7719 218.4343 277.0767 176.5841 223.6203 159.5041
0.2309 -4.0094 5.9987 763.8164 257.2022 605.4433 262.2358 582.9177 340.0729 806.3572 340.1825
1.6533 -6.4342 3.9212 761.0173 213.4449 665.1428 218.5556 629.2626 273.5671 817.0719 274.5474
-10.5088 -7.8312 3.3790 505.6537 184.9492 434.0955 189.7840 389.7210 242.8185 568.6789 235.9337
-23.3268 11.3716 -6.9593 175.6689 682.8726 253.8523 667.2868 317.7220 618.0322 136.1232 618.6250
0.3883 4.6385 7.6456 810.8687 445.5925 564.7484 450.7815 590.9133 545.9878 804.6741 546.0283
-2.7949 -11.6578 -2.9304 578.3220 133.2254 670.4750 138.4372 606.1771 122.0030 662.0882 119.5914
-0.9009 -6.4673 6.8820 744.6493 196.6121 579.2393 201.5789 542.7618 288.7462 801.0311 288.2336
20.2134 -7.3900 -6.1344 1003.5139 244.9113 1160.0435 252.4165 1121.0568 194.3239 1064.9359 208.7754
8.3086 -11.7048 -0.6647 824.3861 120.2440 866.7297 124.4135 802.8740 127.3109 909.8317 134.3503
-3.0679 4.6935 8.1832 747.7633 444.8922 488.8590 448.4073 515.5036 550.3341 741.3555 550.0373
-20.7575 10.1634 3.8501 348.9871 599.4172 177.3721 588.8935 235.8242 649.5442 313.9987 651.2690
-14.9694 -0.5835 -0.4715 389.8764 371.8843 372.0704 371.7240 368.7764 387.2322 413.0276 381.3647
-22.3701 -1.3225 -8.3576 146.5734 398.0026 324.2803 394.3995 316.8874 332.4515 173.4845 321.4937
5.3388 4.9867 6.6016 898.3690 457.7204 676.1387 465.4436 703.9866 547.9793 890.0838 548.5133
-0.4392 -2.6466 1.0379 696.0049 314.7208 646.4476 319.6121 631.7525 345.5256 730.6810 345.3225
-10.7738 6.0582 5.3479 561.3612 493.1158 366.0023 492.0255 400.5151 566.1097 547.9199 565.3720
7.4616 1.4788 5.9259 922.4592 381.1316 736.9990 388.9025 745.2164 463.9149 934.0607 465.7798
-6.0725 -7.8343 5.6024 621.5682 172.5950 495.2532 177.6327 450.8835 252.5637 685.1569 248.6979
6.2401 9.8126 0.5251 857.6893 597.7722 752.2785 607.5149 806.1477 624.3027 822.8184 624.0774
-23.8107 7.7120 -4.2677 186.1893 584.9812 223.0343 573.0016 266.6673 552.1417 165.5557 549.9099
24.1256 5.7997 7.0027 1273.2336 469.2230 1056.9500 487.2633 1088.4122 568.1253 1259.4680 569.6441
-21.3469 -11.0766 7.3866 319.7619 87.5909 184.6403 95.9167 120.3164 193.2454 400.1941 177.0861
-7.9040 8.7052 6.0618 635.7377 549.6229 406.5596 549.3360 456.0462 629.4576 607.3811 629.8221
-13.8933 1.2189 2.6523 452.7585 396.5092 350.8438 396.0895 357.7697 443.5489 466.1103 439.5098
-3.3445 8.8681 -5.8150 590.0271 611.4348 636.5936 613.8531 685.1864 568.7207 561.9173 568.5119
-20.6645 -4.8802 -5.3222 206.3356 300.3110 331.3083 300.8450 303.8821 268.5588 252.1166 256.0132
22.1097 -1.5139 3.2462 1167.7670 325.6459 1077.7572 336.6895 1069.5982 378.1602 1196.4754 386.9368
-22.9350 -5.6876 -6.9456 139.1842 290.8550 309.1611 291.2943 277.2317 243.3779 188.9873 228.4026
18.3842 0.5303 7.3984 1151.6753 350.2076 946.8765 361.0716 949.7838 448.5298 1168.6075 453.5905
-15.3845 3.9902 -5.7787 333.2599 504.3098 413.6726 500.4643 435.9134 461.5373 332.0196 457.6044
4.1796 -4.5774 5.3559 833.4400 247.5292 694.0270 253.0670 668.5026 322.7645 879.2783 324.8711
-14.6358 12.1269 -1.2555 422.1593 668.1042 351.8968 660.3817 420.1950 665.5760 376.7629 667.1993
8.4770 -11.4571 -8.3876 739.0653 167.5630 957.0618 172.4349 895.8040 94.9419 821.9023 102.5410
2.7019 -11.9064 -5.9652 652.1393 144.4265 815.1548 149.2751 750.5234 99.1410 737.2946 101.5626
-23.6193 -5.4266 -3.5899 163.1082 278.7481 255.8822 279.5327 225.1353 265.9050 211.7606 251.3804
-8.9378 -9.6195 4.9864 551.3437 135.2849 450.9923 140.9324 396.3795 209.8243 624.5455 203.4267
19.3296 6.4147 -7.2884 1011.6071 555.5494 1118.3814 573.7877 1152.1720 504.2158 995.7969 507.5631
16.4820 -9.2275 -5.4831 934.2039 201.1950 1080.9815 206.9380 1031.9128 156.8094 1005.7521 169.7318
19.6482 -4.8159 -2.8837 1038.0378 284.6720 1105.1270 293.5299 1079.4796 270.3432 1085.2313 281.8227
24.6346 -1.8511 1.9723 1199.9692 324.4484 1145.8731 336.1326 1135.9727 363.0164 1230.6178 373.4138
2.7661 -6.9243 4.4325 787.8359 199.5643 682.8764 204.6809 644.2757 264.6345 846.7507 266.3186
-17.2729 1.0710 1.9342 374.5108 397.5866 294.0323 395.8418 300.1345 436.9877 388.7118 431.7488
-14.2028 -9.7045 -1.6724 367.3666 170.1649 426.7242 175.3122 372.1588 176.8201 439.6793 165.8374
-1.8300 11.8950 -4.6606 642.0144 673.8502 644.9066 677.2291 710.1322 642.4449 597.1436 642.5698
-24.8155 9.9017 -5.2124 160.4034 640.8260 208.8339 625.7385 264.7970 595.1607 128.4516 594.7674
2.9423 8.1073 -8.2142 685.6011 603.6792 791.5444 610.9156 835.2854 538.6282 661.4723 538.9661
-9.4388 0.5724 5.2309 572.0857 367.1408 409.3508 368.9276 412.6049 441.9058 588.9203 439.1356
-4.0684 5.0773 1.6166 651.2590 487.9524 545.8187 490.6872 574.2010 523.6526 643.2149 523.0672
-1.2721 -7.4374 0.1299 655.5724 211.4604 653.6686 216.3803 612.4185 232.3783 716.6679 231.5313
11.3517 -11.4603 -2.4892 863.3430 135.7412 948.5428 139.9210 886.6127 122.5693 947.3977 132.2350
-2.1593 5.1549 7.3255 757.2324 459.7240 515.9737 463.6213 545.1353 556.1031 748.2538 555.9171
-7.7093 -4.6422 -8.1030 439.7435 318.9709 614.1011 322.0388 588.6508 256.1592 484.6118 251.3782
-24.5343 -1.9124 -5.8557 128.0055 371.6784 255.2547 368.3555 244.4672 332.4907 158.0274 320.4126
7.8248 -11.6876 -5.9564 753.6135 149.3668 917.1346 153.9951 854.1886 101.8572 838.0490 108.8005
21.4931 4.6226 3.9926 1182.5463 458.7937 1039.7673 474.9254 1064.7559 524.3307 1175.9262 527.3368
0.2108 -7.8909 -6.4009 608.6984 236.3514 759.6800 241.3739 716.7325 188.9657 671.6729 189.1210
-19.1580 -2.0118 7.2397 388.2579 298.0809 202.5809 298.9459 190.9353 395.8356 419.2694 388.5259
-15.2852 -8.0784 -2.5443 339.6951 211.9468 411.3992 215.9864 366.0098 209.3618 403.0674 198.4493
23.7406 -7.1332 2.0740 1168.9229 207.0823 1140.1478 213.4252 1101.9276 240.9829 1229.9214 256.1182
13.0706 0.2282 7.3585 1046.5834 344.4277 838.3865 353.4383 839.6481 442.0946 1065.2728 445.8595
2.3179 -11.5591 -8.5392 616.1165 166.0690 835.7814 171.0281 773.4091 94.6849 698.9244 96.7749
23.9743 -4.1757 -7.1010 1073.0721 320.1305 1240.1344 331.3691 1218.3019 262.0526 1116.5365 276.2815
23.9407 8.0020 4.5819 1246.6362 530.7452 1075.0040 551.3641 1118.1498 605.6151 1220.3419 605.5440
-12.8311 -7.8613 -6.9097 341.0555 240.4706 509.2746 244.0274 465.7333 191.8873 402.9545 182.3924
15.6205 -8.3809 2.3489 1011.9720 178.0568 972.2817 183.1128 926.7326 216.2194 1079.6670 226.9416
-21.7368 -3.5337 0.3881 252.0507 300.4840 239.3852 300.7511 219.2127 327.3202 290.9649 316.3553
-14.5882 -2.5104 6.0764 467.9193 292.3979 306.9726 294.3884 292.5707 377.7221 501.7195 371.7041
2.8986 7.0080 -7.3901 691.2328 574.9094 784.2089 581.9655 822.1005 518.4172 673.0107 518.8538
-20.2356 -3.1841 -2.9330 246.5227 326.2369 306.6516 325.9316 288.6605 317.9863 283.4609 307.4918
-5.8707 -7.3112 -6.9918 482.1354 252.8675 644.6860 257.0752 604.5965 201.2984 541.5265 197.0809
-5.1440 -4.9033 7.3233 668.6704 229.9702 484.9770 234.4740 457.1209 327.8548 716.1120 325.2812
-1.7279 -3.1473 3.2323 694.4320 291.8243 596.4198 296.4668 578.8127 345.8130 731.9500 345.0116
22.2421 3.5411 -7.4512 1057.5271 491.9415 1187.9479 509.6400 1206.5011 437.5024 1057.6907 443.9198
-21.4661 11.4733 6.5245 368.7594 616.6613 127.3693 604.9048 193.8621 693.1485 326.3180 696.6489
10.1097 11.9895 -3.4244 893.4919 664.7440 870.6300 678.6437 935.3911 651.8119 846.7529 650.9619
14.2366 5.1736 8.3173 1095.2817 450.9152 837.4771 463.0745 866.1014 561.2993 1085.4454 562.3777
-18.5140 -0.0081 7.0453 404.8618 345.5068 211.6365 344.9519 211.5895 439.6814 424.9063 434.1141
-17.3861 -5.9357 3.8056 374.6797 226.1891 289.4695 229.6535 255.4860 289.7481 426.9696 279.7769
24.9955 11.7696 -4.1411 1172.6974 656.9406 1186.3554 683.8666 1248.2623 643.4176 1125.9840 641.7082
22.0194 -2.1937 1.9227 1148.2075 317.4385 1092.8041 328.1163 1081.0205 355.3923 1180.7833 365.0025
-6.6530 -8.7695 -1.7957 521.7024 191.9917 573.2170 196.8046 524.4392 194.4618 589.5272 189.5654
-8.0224 -5.6174 5.3610 585.3323 224.5248 453.2978 228.8327 421.4163 302.2741 636.4741 297.8863
-7.4500 0.1876 -6.7419 473.3446 420.7851 590.2387 422.5769 591.2701 370.7905 492.3359 367.6939
-13.0472 0.7767 4.7785 493.5465 374.8855 343.2645 375.2809 347.6967 444.6438 509.2806 440.8693
-17.0630 -6.8842 -2.5044 306.8839 239.0128 373.1749 242.1339 334.3985 236.8448 363.7410 225.4972
0.7775 -0.8286 5.6088 779.0857 331.5209 612.0982 336.7382 607.4514 410.5023 803.7430 410.7725
18.6821 5.0619 -8.4108 982.2019 531.3195 1121.2221 548.2690 1147.8380 467.5185 974.0471 471.9431
-12.8947 -7.0420 5.7101 486.0319 190.1374 357.4049 194.8160 317.1343 273.1627 544.8110 265.3882
-22.2086 9.7286 6.3593 346.5243 576.9451 120.1141 566.1941 176.5252 653.4743 313.6673 655.4876
19.9606 -3.5152 7.0823 1166.7294 261.0746 994.3564 269.1815 975.1497 352.5454 1207.0905 361.4300
-19.9047 -0.8369 -7.1698 211.9730 402.3612 356.2410 399.5272 351.5640 348.5479 236.3786 339.3848
-16.5634 11.1322 4.1111 441.7689 618.9834 252.8676 610.9675 316.5835 672.6844 401.0794 674.7508
11.9606 -1.7361 6.3577 1007.1611 305.5899 832.7086 313.4051 823.1180 391.6101 1037.0929 396.1321
19.3670 -7.8709 0.4882 1063.8695 199.3138 1069.3156 205.1298 1027.0071 217.1912 1128.6745 230.3770
-5.9599 2.7892 6.5706 664.7499 410.2789 455.9085 412.7785 471.7420 498.6865 669.1894 497.5529
1.6336 12.4146 6.4355 843.4938 629.5190 582.2386 635.8592 651.9222 715.8131 793.4771 715.4861
-16.1199 -0.9498 8.0035 463.0198 318.1570 249.3828 319.0893 243.8957 423.1636 488.2550 417.8326
-25.0363 -7.2256 8.2879 263.3940 171.5443 91.6067 176.7438 49.3549 285.5471 322.6647 270.8075
-14.1828 12.1419 -4.7833 391.0470 685.6787 402.4696 677.9569 470.2063 646.8136 346.1186 647.9030
2.3771 4.3934 0.5447 766.0065 476.1251 689.1110 482.4039 713.3724 501.9568 761.5743 502.3883
7.1945 1.2428 -3.5691 804.5180 425.0053 842.4042 433.2112 849.1456 408.1716 817.6308 410.6585
16.2900 -12.4576 0.8374 995.5748 95.7942 1014.2517 98.4323 946.8860 113.9203 1086.2637 128.0377
-14.2353 10.5078 3.0638 475.9337 608.8620 312.7275 602.9243 372.5235 653.1868 438.5903 654.4552
8.0833 -7.7789 3.8477 883.8908 183.4338 799.4611 188.5410 756.5099 240.3401 947.8730 245.5865
11.9138 10.0283 -4.7050 908.2639 626.1571 927.3955 640.8114 981.2290 600.5088 872.4823 600.5800
-17.8658 10.8474 -0.0707 365.7249 634.0003 278.5885 624.5738 340.1291 643.5544 327.3565 644.8343
-9.3817 -0.5202 -6.7448 432.4072 405.1944 554.3609 406.4190 551.4924 355.4055 455.1963 351.2404
22.4269 7.8900 -2.9712 1126.3837 566.0780 1129.8994 586.9980 1171.7120 561.1592 1101.6789 562.8279
21.1383 7.0145 -7.7862 1042.1898 570.6512 1159.7219 590.7230 1196.5109 515.0212 1022.9860 518.2774
-8.4604 -9.8488 2.0771 526.7483 146.2517 495.3600 151.6985 439.8952 189.9378 600.8483 183.6007
22.3511 11.0047 -5.5586 1103.0200 647.8530 1149.2763 672.0050 1207.2095 618.0145 1061.0738 617.4686
-9.5699 -2.1733 -5.0591 443.3144 358.9683 535.6725 360.8903 523.6340 327.1296 475.0139 322.3848
-15.4914 -1.8974 -5.8268 314.8488 370.2790 428.5839 370.0199 418.0078 330.8217 344.9459 323.2107
11.8976 10.2909 -7.2191 879.2175 644.2498 955.0336 659.2494 1009.9208 592.7079 842.3374 592.9409
-9.3046 -6.4246 -2.3626 467.9756 248.2230 521.2379 252.0401 485.4205 245.3646 522.8169 239.3624
5.5132 10.6549 5.1113 900.1613 594.3565 681.3951 603.5341 740.6519 668.8007 859.9405 668.1636
-6.0493 -1.8120 8.3388 670.9142 295.2781 446.0994 298.9857 435.7655 403.7019 701.0679 401.5047
-6.3980 11.1641 1.8584 623.8444 626.9179 479.5768 626.7673 542.2319 661.6077 582.3589 662.2695
-6.7007 12.2172 0.0957 600.0290 659.9859 491.5056 659.2075 559.7929 675.4352 553.0806 676.2925
-5.8637 7.0087 0.5515 607.9108 538.0653 517.3395 539.2843 556.5130 561.4237 589.4097 560.9772
7.3880 -1.4783 -4.4396 790.6575 368.5504 863.6482 376.0914 855.6503 341.8944 818.8335 345.3118
13.4532 3.1610 8.1351 1071.8952 406.5197 829.0452 417.1830 846.5476 513.9349 1073.6932 516.0889
2.9835 -10.1399 1.9390 753.9686 140.7728 725.1703 145.5844 669.0245 178.3192 830.6098 180.5930
-9.0323 -0.5584 4.0059 562.9614 347.6644 435.1578 349.9071 431.9951 409.9134 586.0414 406.7437
3.4807 8.0646 -8.5767 691.9600 604.2966 806.5872 611.9462 850.0218 535.7060 668.0693 536.1233
-2.7326 -10.3094 -4.7409 562.5049 173.3549 688.8700 178.3680 632.2755 143.6385 638.6403 141.3924
18.8980 -5.9639 8.2868 1153.6159 199.9319 965.0234 205.7572 932.2759 302.1236 1208.2188 312.2543
13.6216 -1.1779 3.0603 1001.9029 335.2731 903.5009 344.2052 897.0668 386.6461 1028.6000 391.8874
-16.1903 -8.7714 3.5810 389.0709 162.3207 323.4316 167.7131 273.3204 224.4806 456.8523 213.2709
3.9950 7.8159 6.7233 881.0963 521.9675 639.5241 529.4698 683.2736 613.1650 856.8338 613.0989
-10.9255 -10.3657 7.3198 535.8994 105.0670 386.2748 111.4459 326.9124 205.2553 613.4000 197.3056
-15.8938 0.2928 6.9977 459.4012 352.3211 262.3496 352.3489 264.0364 445.8149 477.7910 441.2259
-15.7420 -2.6327 2.5618 403.2353 308.7504 326.8375 310.0653 311.8446 357.1193 437.5488 350.0561
20.4247 2.2543 6.0853 1180.3445 395.3258 999.8097 408.5357 1012.0850 481.0937 1187.3121 485.5205
-4.1204 7.8653 7.6618 729.2115 520.8276 465.0293 523.2711 509.6871 619.3706 705.0865 619.4854
-3.9586 -5.2487 0.2732 609.3765 260.2732 592.5727 264.6811 563.3370 283.5574 658.2723 281.2805
-25.4657 10.7326 -6.6716 132.6590 667.6388 211.4024 650.8789 271.8934 605.5959 96.6257 605.6729
-2.3009 0.2783 4.5539 707.9540 362.7845 559.8203 367.0149 561.3837 430.6142 726.4011 429.8969
1.9174 -0.0244 3.0084 773.4580 363.3432 663.3214 368.9877 663.1855 414.8986 793.5947 415.5469
15.2888 -11.9425 3.0346 1003.5818 95.1171 967.2422 97.8775 902.1842 137.2969 1091.6340 149.9562
1.9514 3.6193 7.7158 840.1652 421.5672 598.2769 427.4329 618.6497 523.0519 839.6763 523.3354
16.4526 -11.8966 -3.3858 950.6915 131.1359 1063.8736 134.8068 1000.2623 105.8292 1037.4987 120.2471
-17.0412 -6.0275 -8.4358 242.9760 290.5131 440.4862 292.1233 407.0367 226.6468 294.7543 215.0846
10.3241 -12.2995 1.6657 889.5389 94.3388 882.4890 97.8214 815.1952 124.3297 978.9122 133.1414
2.4987 5.1970 -6.3033 690.8970 528.8963 768.6552 535.4648 796.8504 483.6150 682.4904 484.1457
24.3199 -4.5507 -1.0618 1149.9675 280.5852 1180.7846 290.2107 1156.6264 284.5193 1195.9377 298.0964
-22.1330 8.8363 2.5034 301.1850 575.9000 170.9206 565.3173 221.6581 612.8556 273.6562 613.2157
-13.0328 5.4890 3.4118 490.9105 490.6722 346.4447 488.3942 377.6573 543.0565 480.8710 541.6204
12.3773 -6.5032 -3.4513 885.8762 250.8644 967.0305 257.5251 932.0330 231.0191 942.1873 239.1539
16.6921 0.5067 -0.1797 1027.9381 389.2259 999.2595 400.6739 1001.9901 407.5952 1045.0690 413.3581
3.1324 8.0495 3.3001 823.8054 544.9339 661.8575 552.0162 706.5751 599.6203 798.6745 599.6444
21.6864 -6.5615 2.7644 1139.3779 216.1270 1088.0051 222.7101 1052.6610 258.5264 1197.0568 271.7156
-18.9169 11.6430 5.3820 409.1173 625.4007 190.2094 615.3265 257.2702 690.8416 365.6755 693.8354
14.2883 -6.6513 -7.1480 879.5627 266.9017 1048.0652 274.2236 1012.7210 208.2933 936.4541 218.1975
-20.7364 -2.0825 0.4728 277.6532 333.3233 253.4890 332.6081 241.6135 359.8170 308.8214 350.5975
-11.8569 9.9189 4.9384 545.0650 584.8111 338.5469 581.1715 395.0789 650.3965 510.4635 651.3934
-22.9715 -10.9818 2.3006 228.1884 118.5431 214.1094 125.8532 151.0163 170.9682 307.1427 152.7221
6.4970 9.0328 -6.0654 783.2703 612.5794 835.8213 622.6509 884.5565 570.7632 753.5794 571.1418
-2.0982 -5.7535 -3.9778 596.2730 271.4972 680.2010 276.1427 648.5848 250.1070 647.6924 248.7828
-15.6536 6.3867 8.4866 498.5896 485.7642 231.4064 482.1253 268.3240 590.5605 483.3176 590.1787
-5.3879 -9.6385 7.3966 651.4108 121.5495 492.6526 127.0745 437.8655 220.2738 725.3444 216.5206
1.3535 -1.4414 4.3818 774.4067 324.0429 639.8270 329.4026 631.7761 389.9712 802.4896 390.4905
15.0480 -2.2268 -5.3419 927.5818 355.2992 1031.4940 365.1453 1019.6205 318.3124 960.0016 325.8426
-12.5014 0.5970 2.7012 480.1607 381.6911 379.2465 382.1372 382.6329 429.6589 496.8966 425.7135
-20.4625 12.0326 -1.9660 293.4270 672.0717 247.6251 659.2479 315.7985 659.3460 249.2797 661.3954
11.9524 4.8246 -2.7620 917.2927 499.9450 920.0108 511.9189 946.0388 493.0968 910.3231 495.4256
-6.4722 12.2630 -3.5143 562.8677 678.7101 538.4355 677.9360 606.3314 656.7042 516.2667 657.3126
4.2459 1.3626 -7.4859 701.3211 448.3512 827.5740 455.4058 834.9246 390.9821 713.8764 392.5755
1.3374 -6.5145 -8.6607 608.9642 278.9857 804.1131 284.2288 768.9200 208.4061 664.2988 209.3419
17.5136 -7.7295 -2.0206 998.8580 215.8508 1059.1631 222.1080 1017.7592 208.3286 1062.4746 220.5097
-1.9334 -3.5099 4.5436 704.6621 276.5723 577.9039 281.2245 558.1965 344.4132 744.2582 343.5100
20.1872 7.4285 -0.8004 1107.8502 545.8515 1059.9430 564.4441 1099.6844 562.6058 1085.6547 564.0637
2.4986 -6.2993 -1.4282 715.7539 245.2815 743.8786 250.5898 709.2744 249.1513 770.6152 250.7310
18.8348 -0.0168 5.6051 1137.1864 347.2295 978.4980 358.1230 978.4063 426.0959 1157.2833 432.0154
4.7335 -0.9173 4.5453 845.1620 334.5892 704.5399 340.9414 699.4402 402.1595 870.3329 403.8671
-6.9294 8.0439 8.7416 685.4442 520.2663 395.5788 520.9791 441.5587 629.2981 660.3812 629.6165
4.6638 7.1307 -2.3374 785.2832 551.9245 761.0869 560.0659 800.0389 548.1405 765.7882 548.6008
-16.4239 7.1021 -7.7365 298.1315 585.7404 407.7911 578.9803 447.2398 520.1149 280.5814 517.6495
15.2427 7.9069 1.6545 1042.6356 545.9823 928.2685 561.2350 971.1897 587.2067 1017.7399 587.6552
-14.9713 0.1575 2.8707 430.2326 371.1358 330.2249 370.9731 331.1216 421.0796 449.3746 416.1093
16.5106 1.7850 -8.6887 927.9815 460.8206 1088.4335 474.2570 1097.8462 391.9385 938.0893 398.0314
20.8881 -7.6830 4.6996 1143.9683 180.9005 1052.3355 186.0844 1010.6830 242.7126 1208.2573 256.0422
-12.6857 5.5848 6.3615 532.6948 477.4418 317.5845 475.6297 349.5658 561.0143 521.8775 560.0257
-0.5017 11.1529 2.3715 748.8272 621.7225 591.0513 626.3209 653.1956 664.4951 706.7745 664.5493
21.3868 -0.7231 -1.9756 1093.7738 370.2798 1119.9647 382.8198 1116.1158 368.8892 1117.8756 377.6774
3.6500 -11.3260 8.2887 838.6216 78.8963 667.7060 83.2571 604.0173 182.7411 922.9900 185.5142
-0.7091 9.4155 7.2140 797.1855 557.6431 534.2934 562.1547 587.4309 652.0836 764.1577 652.1450
-15.1414 -10.3282 7.4579 451.1238 104.8743 301.9875 111.7836 242.4824 208.2924 528.0568 197.3151
-8.7991 -10.0238 -0.2472 492.6860 155.1232 516.4439 160.4486 460.2995 174.5945 567.3880 167.7759
-3.6646 -3.1951 3.2242 655.2616 290.9825 558.0812 295.2311 540.1570 345.1334 692.9940 343.4264
